Accession	Protein	Gene	Gene_protein	X153173_BSA_d3_H	X153173_IL13_d3_H	X153741_BSA_d3_H	X153741_IL13_d3_H	X154142_BSA_d3_A	X154142_IL13_d3_A	X154417_BSA_d3_A	X154417_IL13_d3_A	X154651_BSA_d3_A	X154651_IL13_d3_A	X155404_BSA_d3_H	X155404_IL13_d3_H
PDIA4_HUMAN	Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2	PDIA4	PDIA4_PDIA4	8	12	11	10	9	10	4	8	9	16	12	19
PDIA5_HUMAN	Protein disulfide-isomerase A5 OS=Homo sapiens GN=PDIA5 PE=1 SV=1	PDIA5	PDIA5_PDIA5	0	1	0	0	0	0	0	0	0	0	0	0
PDIA6_HUMAN	Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1	PDIA6	PDIA6_PDIA6	3	6	8	6	3	6	7	7	3	8	6	8
PDLI1_HUMAN	PDZ and LIM domain protein 1 OS=Homo sapiens GN=PDLIM1 PE=1 SV=4	PDLIM1	PDLIM1_PDLI1	3	0	2	0	2	1	2	0	3	1	3	0
PDLI5_HUMAN	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	PDLIM5	PDLIM5_PDLI5	0	1	0	0	0	0	0	0	0	0	0	0
PDXD1_HUMAN	Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens GN=PDXDC1 PE=1 SV=2	PDXDC1	PDXDC1_PDXD1	0	2	1	0	0	0	0	1	1	2	0	2
PDXK_HUMAN	Pyridoxal kinase OS=Homo sapiens GN=PDXK PE=1 SV=1	PDXK	PDXK_PDXK	0	1	1	0	1	0	0	0	0	0	0	0
PEA15_HUMAN	Astrocytic phosphoprotein PEA-15 OS=Homo sapiens GN=PEA15 PE=1 SV=2	PEA15	PEA15_PEA15	0	0	0	0	0	0	0	0	0	1	1	0
PEBP1_HUMAN	Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens GN=PEBP1 PE=1 SV=3	PEBP1	PEBP1_PEBP1	3	1	0	1	0	0	4	1	1	2	1	0
PEF1_HUMAN	Peflin OS=Homo sapiens GN=PEF1 PE=1 SV=1	PEF1	PEF1_PEF1	0	0	1	0	0	0	0	0	0	0	0	0
PX11B_HUMAN	Peroxisomal membrane protein 11B OS=Homo sapiens GN=PEX11B PE=1 SV=1	PEX11B	PEX11B_PX11B	0	0	0	0	0	0	0	0	0	1	0	1
PFKAL_HUMAN	"ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens GN=PFKL PE=1 SV=6"	PFKL	PFKL_PFKAL	0	0	0	0	0	0	0	0	0	0	0	1
PFKAP_HUMAN	"ATP-dependent 6-phosphofructokinase, platelet type OS=Homo sapiens GN=PFKP PE=1 SV=2"	PFKP	PFKP_PFKAP	0	3	0	1	0	2	0	0	0	1	0	2
PROF1_HUMAN	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	PFN1	PFN1_PROF1	2	4	4	4	1	2	4	4	2	5	1	4
PGAM1_HUMAN	Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2	PGAM1	PGAM1_PGAM1	3	6	5	4	4	3	6	5	3	6	3	6
6PGD_HUMAN	"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3"	PGD	PGD_6PGD	2	5	0	4	1	0	0	5	2	7	4	4
PGK1_HUMAN	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	PGK1	PGK1_PGK1	6	9	6	8	6	9	7	11	5	12	5	11
PGM1_HUMAN	Phosphoglucomutase-1 OS=Homo sapiens GN=PGM1 PE=1 SV=3	PGM1	PGM1_PGM1	0	0	0	0	0	0	0	0	0	2	0	0
PGM2_HUMAN	Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4	PGM2	PGM2_PGM2	0	0	1	0	1	1	0	1	0	1	0	1
PGRC1_HUMAN	Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3	PGRMC1	PGRMC1_PGRC1	1	3	2	4	2	3	1	2	1	4	1	2
PGRC2_HUMAN	Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1	PGRMC2	PGRMC2_PGRC2	0	0	0	0	0	2	0	0	0	4	0	1
PHB_HUMAN	Prohibitin OS=Homo sapiens GN=PHB PE=1 SV=1	PHB	PHB_PHB	7	8	10	10	7	9	8	10	7	10	8	8
PHB2_HUMAN	Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2	PHB2	PHB2_PHB2	2	4	6	4	4	3	3	3	3	6	3	2
SERA_HUMAN	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	PHGDH	PHGDH_SERA	0	0	0	0	1	0	0	0	0	0	0	0
PIGR_HUMAN	Polymeric immunoglobulin receptor OS=Homo sapiens GN=PIGR PE=1 SV=4	PIGR	PIGR_PIGR	7	12	6	9	8	9	8	14	8	12	6	10
PIR_HUMAN	Pirin OS=Homo sapiens GN=PIR PE=1 SV=1	PIR	PIR_PIR	0	1	0	0	0	0	0	1	0	1	0	0
PREP_HUMAN	"Presequence protease, mitochondrial OS=Homo sapiens GN=PITRM1 PE=1 SV=3"	PITRM1	PITRM1_PREP	0	0	0	0	0	0	0	1	0	1	0	0
KPYM_HUMAN	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	PKM	PKM_KPYM	12	25	12	19	17	19	17	24	18	22	13	18
PKP3_HUMAN	Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1	PKP3	PKP3_PKP3	0	0	0	0	0	1	0	0	0	0	1	0
PA24A_HUMAN	Cytosolic phospholipase A2 OS=Homo sapiens GN=PLA2G4A PE=1 SV=2	PLA2G4A	PLA2G4A_PA24A	0	0	0	0	0	1	0	0	0	0	0	0
PLEC_HUMAN	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	PLEC	PLEC_PLEC	9	20	16	27	5	8	11	13	5	16	4	4
PLIN2_HUMAN	Perilipin-2 OS=Homo sapiens GN=PLIN2 PE=1 SV=2	PLIN2	PLIN2_PLIN2	0	0	0	0	0	0	0	1	0	0	0	0
PLIN3_HUMAN	Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3	PLIN3	PLIN3_PLIN3	0	0	0	0	1	0	0	1	0	1	0	1
PLSI_HUMAN	Plastin-1 OS=Homo sapiens GN=PLS1 PE=1 SV=2	PLS1	PLS1_PLSI	0	5	0	2	0	1	0	6	1	4	1	1
PLST_HUMAN	Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4	PLS3	PLS3_PLST	0	2	0	0	0	0	0	1	0	1	0	0
PLXA1_HUMAN	Plexin-A1 OS=Homo sapiens GN=PLXNA1 PE=1 SV=3	PLXNA1	PLXNA1_PLXA1	0	0	0	0	0	0	0	0	1	0	0	0
PML_HUMAN	Protein PML OS=Homo sapiens GN=PML PE=1 SV=3	PML	PML_PML	0	0	1	1	0	0	0	1	1	0	0	0
PNKD_HUMAN	Probable hydrolase PNKD OS=Homo sapiens GN=PNKD PE=1 SV=2	PNKD	PNKD_PNKD	0	0	0	0	0	1	0	0	0	0	0	0
GL1AD_HUMAN	"DNA-directed RNA polymerase II subunit GRINL1A, isoforms 4/5 OS=Homo sapiens GN=POLR2M PE=1 SV=1"	POLR2M	POLR2M_GL1AD	1	0	0	0	0	0	0	0	0	0	0	0
PON2_HUMAN	Serum paraoxonase/arylesterase 2 OS=Homo sapiens GN=PON2 PE=1 SV=3	PON2	PON2_PON2	0	0	0	0	0	1	0	0	0	0	0	2
NCPR_HUMAN	NADPH--cytochrome P450 reductase OS=Homo sapiens GN=POR PE=1 SV=2	POR	POR_NCPR	1	2	4	0	2	1	3	1	1	3	1	1
POSTN_HUMAN	Periostin OS=Homo sapiens GN=POSTN PE=1 SV=2	POSTN	POSTN_POSTN	0	8	0	1	0	1	0	0	0	0	0	0
IPYR_HUMAN	Inorganic pyrophosphatase OS=Homo sapiens GN=PPA1 PE=1 SV=2	PPA1	PPA1_IPYR	1	4	2	2	1	1	2	3	2	2	0	0
IPYR2_HUMAN	"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens GN=PPA2 PE=1 SV=2"	PPA2	PPA2_IPYR2	0	4	3	3	2	3	2	2	0	2	2	4
PPCS_HUMAN	Phosphopantothenate--cysteine ligase OS=Homo sapiens GN=PPCS PE=1 SV=2	PPCS	PPCS_PPCS	0	1	0	0	0	0	0	0	0	0	0	0
PPIA_HUMAN	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2	PPIA	PPIA_PPIA	8	6	7	5	7	5	8	6	6	9	7	9
PPIB_HUMAN	Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2	PPIB	PPIB_PPIB	2	3	7	6	9	6	6	6	4	9	7	10
PPID_HUMAN	Peptidyl-prolyl cis-trans isomerase D OS=Homo sapiens GN=PPID PE=1 SV=3	PPID	PPID_PPID	0	0	0	0	1	0	0	0	0	0	0	0
PEPL_HUMAN	Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4	PPL	PPL_PEPL	1	8	8	0	1	0	1	3	2	1	1	2
PPM1B_HUMAN	Protein phosphatase 1B OS=Homo sapiens GN=PPM1B PE=1 SV=1	PPM1B	PPM1B_PPM1B	0	0	0	0	1	0	0	0	0	0	0	0
PP1A_HUMAN	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens GN=PPP1CA PE=1 SV=1	PPP1CA	PPP1CA_PP1A	0	0	1	0	0	1	0	0	0	1	0	0
PP1R7_HUMAN	Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens GN=PPP1R7 PE=1 SV=1	PPP1R7	PPP1R7_PP1R7	0	0	0	1	0	0	0	1	0	0	0	0
PP2AA_HUMAN	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Homo sapiens GN=PPP2CA PE=1 SV=1	PPP2CA	PPP2CA_PP2AA	1	1	1	1	0	0	0	1	0	0	0	0
2AAA_HUMAN	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4	PPP2R1A	PPP2R1A_2AAA	1	2	2	1	0	3	1	5	1	3	1	0
2ABA_HUMAN	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1	PPP2R2A	PPP2R2A_2ABA	0	1	0	0	0	0	0	0	0	0	0	0
PP4C_HUMAN	Serine/threonine-protein phosphatase 4 catalytic subunit OS=Homo sapiens GN=PPP4C PE=1 SV=1	PPP4C	PPP4C_PP4C	0	0	0	0	0	0	0	0	0	1	0	0
PRB2_HUMAN	Basic salivary proline-rich protein 2 OS=Homo sapiens GN=PRB2 PE=1 SV=3	PRB2	PRB2_PRB2	0	0	0	0	0	0	0	1	0	1	0	0
PRDX1_HUMAN	Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1	PRDX1	PRDX1_PRDX1	8	9	6	9	6	7	8	9	8	8	4	9
PRDX2_HUMAN	Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5	PRDX2	PRDX2_PRDX2	2	2	2	2	0	2	3	2	3	1	0	2
PRDX3_HUMAN	"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens GN=PRDX3 PE=1 SV=3"	PRDX3	PRDX3_PRDX3	2	6	6	2	5	3	5	5	5	4	5	5
PRDX4_HUMAN	Peroxiredoxin-4 OS=Homo sapiens GN=PRDX4 PE=1 SV=1	PRDX4	PRDX4_PRDX4	0	0	3	2	0	0	2	0	2	2	0	2
PRDX5_HUMAN	"Peroxiredoxin-5, mitochondrial OS=Homo sapiens GN=PRDX5 PE=1 SV=4"	PRDX5	PRDX5_PRDX5	7	7	7	7	7	5	7	8	6	7	7	6
PRDX6_HUMAN	Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3	PRDX6	PRDX6_PRDX6	5	5	5	2	7	1	6	7	5	1	6	2
PPCE_HUMAN	Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2	PREP	PREP_PPCE	0	0	0	1	0	0	0	0	0	0	0	0
KAP2_HUMAN	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens GN=PRKAR2A PE=1 SV=2	PRKAR2A	PRKAR2A_KAP2	0	0	0	0	0	0	0	2	0	2	0	0
KPCG_HUMAN	Protein kinase C gamma type OS=Homo sapiens GN=PRKCG PE=1 SV=3	PRKCG	PRKCG_KPCG	0	0	0	0	0	0	0	1	0	0	0	0
GLU2B_HUMAN	Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2	PRKCSH	PRKCSH_GLU2B	3	5	6	4	1	0	4	4	3	5	1	5
PRKDC_HUMAN	DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3	PRKDC	PRKDC_PRKDC	0	2	0	0	1	0	0	0	0	1	0	0
ANM1_HUMAN	Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=1 SV=2	PRMT1	PRMT1_ANM1	0	0	0	0	0	0	1	0	0	0	0	0
PROD_HUMAN	"Proline dehydrogenase 1, mitochondrial OS=Homo sapiens GN=PRODH PE=1 SV=3"	PRODH	PRODH_PROD	0	1	0	0	0	0	0	1	0	1	0	1
PROM1_HUMAN	Prominin-1 OS=Homo sapiens GN=PROM1 PE=1 SV=1	PROM1	PROM1_PROM1	0	0	0	0	3	0	0	0	3	0	1	0
PRP8_HUMAN	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2	PRPF8	PRPF8_PRP8	0	1	0	0	0	0	0	0	0	0	0	0
PRRC1_HUMAN	Protein PRRC1 OS=Homo sapiens GN=PRRC1 PE=1 SV=1	PRRC1	PRRC1_PRRC1	0	0	0	0	0	0	0	0	0	0	0	1
PRC2A_HUMAN	Protein PRRC2A OS=Homo sapiens GN=PRRC2A PE=1 SV=3	PRRC2A	PRRC2A_PRC2A	0	0	0	0	1	0	0	0	0	0	0	0
PRS33_HUMAN	Serine protease 33 OS=Homo sapiens GN=PRSS33 PE=1 SV=3	PRSS33	PRSS33_PRS33	0	0	0	0	0	0	1	0	0	0	0	0
PRSS8_HUMAN	Prostasin OS=Homo sapiens GN=PRSS8 PE=1 SV=1	PRSS8	PRSS8_PRSS8	0	0	0	0	0	0	0	1	0	0	0	0
PSCA_HUMAN	Prostate stem cell antigen OS=Homo sapiens GN=PSCA PE=1 SV=1	PSCA	PSCA_PSCA	0	0	1	0	0	0	0	0	0	0	0	0
PSA2_HUMAN	Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2	PSMA2	PSMA2_PSA2	0	2	0	3	1	1	1	1	1	2	1	1
PSA3_HUMAN	Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2	PSMA3	PSMA3_PSA3	0	1	0	0	0	0	0	0	0	1	0	0
PSA4_HUMAN	Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1	PSMA4	PSMA4_PSA4	0	2	0	1	0	1	0	1	0	0	0	0
PSA5_HUMAN	Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3	PSMA5	PSMA5_PSA5	2	1	1	3	1	1	2	2	1	1	0	1
PSA6_HUMAN	Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1	PSMA6	PSMA6_PSA6	0	1	0	0	0	0	0	0	0	0	0	0
PSA7_HUMAN	Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1	PSMA7	PSMA7_PSA7	0	1	0	0	0	0	0	0	0	0	0	0
PSA7L_HUMAN	Proteasome subunit alpha type-7-like OS=Homo sapiens GN=PSMA8 PE=2 SV=3	PSMA8	PSMA8_PSA7L	0	0	0	0	0	0	1	2	0	0	0	0
PSB1_HUMAN	Proteasome subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2	PSMB1	PSMB1_PSB1	0	1	0	2	0	1	1	0	0	1	0	1
PSB2_HUMAN	Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1	PSMB2	PSMB2_PSB2	0	0	0	0	0	0	0	1	0	0	0	0
PSB4_HUMAN	Proteasome subunit beta type-4 OS=Homo sapiens GN=PSMB4 PE=1 SV=4	PSMB4	PSMB4_PSB4	0	2	0	1	1	1	1	1	0	0	0	0
PSB6_HUMAN	Proteasome subunit beta type-6 OS=Homo sapiens GN=PSMB6 PE=1 SV=4	PSMB6	PSMB6_PSB6	0	1	0	0	0	0	0	0	0	0	0	0
PSB8_HUMAN	Proteasome subunit beta type-8 OS=Homo sapiens GN=PSMB8 PE=1 SV=3	PSMB8	PSMB8_PSB8	0	0	0	1	0	0	0	0	0	0	0	0
PSB9_HUMAN	Proteasome subunit beta type-9 OS=Homo sapiens GN=PSMB9 PE=1 SV=2	PSMB9	PSMB9_PSB9	0	0	0	0	0	0	0	1	0	1	0	0
PRS4_HUMAN	26S proteasome regulatory subunit 4 OS=Homo sapiens GN=PSMC1 PE=1 SV=1	PSMC1	PSMC1_PRS4	1	2	0	1	0	0	0	0	0	0	0	0
PRS7_HUMAN	26S proteasome regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3	PSMC2	PSMC2_PRS7	0	1	2	0	0	1	1	1	0	0	0	1
PRS6A_HUMAN	26S proteasome regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=1 SV=3	PSMC3	PSMC3_PRS6A	0	2	2	0	1	0	0	0	1	0	1	0
PRS8_HUMAN	26S proteasome regulatory subunit 8 OS=Homo sapiens GN=PSMC5 PE=1 SV=1	PSMC5	PSMC5_PRS8	0	2	1	0	0	0	0	0	0	0	0	1
PRS10_HUMAN	26S proteasome regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1	PSMC6	PSMC6_PRS10	0	0	1	0	0	0	0	0	0	0	0	0
PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2	PSMD1	PSMD1_PSMD1	0	1	0	1	0	0	0	0	0	1	0	0
PSD11_HUMAN	26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens GN=PSMD11 PE=1 SV=3	PSMD11	PSMD11_PSD11	1	2	3	1	2	0	0	1	1	1	2	0
PSD13_HUMAN	26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2	PSMD13	PSMD13_PSD13	0	1	0	0	0	0	0	1	0	1	0	1
PSMD2_HUMAN	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3	PSMD2	PSMD2_PSMD2	0	3	1	2	1	1	0	0	0	2	0	0
PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2	PSMD3	PSMD3_PSMD3	0	1	0	0	0	0	0	0	0	0	0	0
PSMD6_HUMAN	26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1	PSMD6	PSMD6_PSMD6	0	1	0	0	0	0	0	0	0	0	0	0
PSMD7_HUMAN	26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2	PSMD7	PSMD7_PSMD7	0	1	2	1	1	1	0	0	1	1	0	1
PSME1_HUMAN	Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1	PSME1	PSME1_PSME1	0	2	0	2	1	1	0	4	2	2	0	2
PSME2_HUMAN	Proteasome activator complex subunit 2 OS=Homo sapiens GN=PSME2 PE=1 SV=4	PSME2	PSME2_PSME2	2	3	1	2	1	2	1	3	3	3	0	2
PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1	PTBP1	PTBP1_PTBP1	0	2	1	0	1	1	1	0	2	1	0	0
TEBP_HUMAN	Prostaglandin E synthase 3 OS=Homo sapiens GN=PTGES3 PE=1 SV=1	PTGES3	PTGES3_TEBP	0	0	4	0	2	0	3	1	2	0	2	0
PTGR1_HUMAN	Prostaglandin reductase 1 OS=Homo sapiens GN=PTGR1 PE=1 SV=2	PTGR1	PTGR1_PTGR1	0	1	0	0	0	0	0	0	1	0	0	0
PTMA_HUMAN	Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2	PTMA	PTMA_PTMA	0	0	0	0	0	0	0	0	1	0	0	0
PTMS_HUMAN	Parathymosin OS=Homo sapiens GN=PTMS PE=1 SV=2	PTMS	PTMS_PTMS	0	0	0	0	0	0	0	0	0	1	0	1
PURA_HUMAN	Transcriptional activator protein Pur-alpha OS=Homo sapiens GN=PURA PE=1 SV=2	PURA	PURA_PURA	0	0	0	0	0	1	0	0	0	0	0	0
ASC_HUMAN	Apoptosis-associated speck-like protein containing a CARD OS=Homo sapiens GN=PYCARD PE=1 SV=2	PYCARD	PYCARD_ASC	0	0	0	0	0	0	0	1	0	1	0	0
P5CR1_HUMAN	"Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens GN=PYCR1 PE=1 SV=2"	PYCR1	PYCR1_P5CR1	0	1	0	0	0	1	0	1	0	1	0	1
PYGB_HUMAN	"Glycogen phosphorylase, brain form OS=Homo sapiens GN=PYGB PE=1 SV=5"	PYGB	PYGB_PYGB	1	3	3	4	2	1	0	9	2	3	1	5
SYQ_HUMAN	Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1	QARS	QARS_SYQ	0	0	0	0	0	0	0	0	0	0	0	1
QSOX1_HUMAN	Sulfhydryl oxidase 1 OS=Homo sapiens GN=QSOX1 PE=1 SV=3	QSOX1	QSOX1_QSOX1	0	1	0	2	5	2	1	1	3	3	2	3
RAB10_HUMAN	Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1	RAB10	RAB10_RAB10	2	2	2	3	2	2	3	4	2	4	2	3
RB11A_HUMAN	Ras-related protein Rab-11A OS=Homo sapiens GN=RAB11A PE=1 SV=3	RAB11A	RAB11A_RB11A	1	1	0	1	0	1	1	3	1	2	1	0
RB11B_HUMAN	Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4	RAB11B	RAB11B_RB11B	0	0	1	0	0	0	0	0	0	0	0	0
RAB14_HUMAN	Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4	RAB14	RAB14_RAB14	0	1	1	3	0	1	1	2	0	0	0	1
RAB1A_HUMAN	Ras-related protein Rab-1A OS=Homo sapiens GN=RAB1A PE=1 SV=3	RAB1A	RAB1A_RAB1A	3	3	0	0	0	2	0	4	0	3	2	2
RAB1B_HUMAN	Ras-related protein Rab-1B OS=Homo sapiens GN=RAB1B PE=1 SV=1	RAB1B	RAB1B_RAB1B	0	0	4	4	3	0	2	0	0	3	0	0
RB27B_HUMAN	Ras-related protein Rab-27B OS=Homo sapiens GN=RAB27B PE=1 SV=4	RAB27B	RAB27B_RB27B	0	3	1	4	2	4	0	4	1	3	1	3
RAB2A_HUMAN	Ras-related protein Rab-2A OS=Homo sapiens GN=RAB2A PE=1 SV=1	RAB2A	RAB2A_RAB2A	1	1	2	2	2	2	2	2	1	1	2	2
RAB3D_HUMAN	Ras-related protein Rab-3D OS=Homo sapiens GN=RAB3D PE=1 SV=1	RAB3D	RAB3D_RAB3D	0	1	2	0	0	1	1	2	0	2	1	1
RAB5C_HUMAN	Ras-related protein Rab-5C OS=Homo sapiens GN=RAB5C PE=1 SV=2	RAB5C	RAB5C_RAB5C	0	1	0	1	1	1	0	1	0	0	1	1
RAB6A_HUMAN	Ras-related protein Rab-6A OS=Homo sapiens GN=RAB6A PE=1 SV=3	RAB6A	RAB6A_RAB6A	0	2	1	4	1	0	0	2	0	2	0	0
RAB7A_HUMAN	Ras-related protein Rab-7a OS=Homo sapiens GN=RAB7A PE=1 SV=1	RAB7A	RAB7A_RAB7A	1	3	4	3	1	2	2	2	2	3	0	2
RAC1_HUMAN	Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1	RAC1	RAC1_RAC1	0	1	0	0	1	0	1	1	0	1	0	0
RACK1_HUMAN	Receptor of activated protein C kinase 1 OS=Homo sapiens GN=RACK1 PE=1 SV=3	RACK1	RACK1_RACK1	0	0	0	0	0	0	1	1	0	0	0	1
RALA_HUMAN	Ras-related protein Ral-A OS=Homo sapiens GN=RALA PE=1 SV=1	RALA	RALA_RALA	0	0	0	0	0	1	1	1	0	1	0	1
RAN_HUMAN	GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3	RAN	RAN_RAN	2	1	1	2	1	0	2	1	1	3	0	1
RANG_HUMAN	Ran-specific GTPase-activating protein OS=Homo sapiens GN=RANBP1 PE=1 SV=1	RANBP1	RANBP1_RANG	0	0	0	0	0	0	1	0	0	0	1	0
RAP1A_HUMAN	Ras-related protein Rap-1A OS=Homo sapiens GN=RAP1A PE=1 SV=1	RAP1A	RAP1A_RAP1A	1	2	2	2	1	2	2	0	2	0	2	2
RAP1B_HUMAN	Ras-related protein Rap-1b OS=Homo sapiens GN=RAP1B PE=1 SV=1	RAP1B	RAP1B_RAP1B	0	0	0	0	0	0	0	6	0	3	0	0
TIG1_HUMAN	Retinoic acid receptor responder protein 1 OS=Homo sapiens GN=RARRES1 PE=1 SV=2	RARRES1	RARRES1_TIG1	1	0	1	0	2	0	0	0	1	0	2	0
SYRC_HUMAN	"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2"	RARS	RARS_SYRC	0	0	0	1	0	0	0	1	0	0	0	0
RBBP4_HUMAN	Histone-binding protein RBBP4 OS=Homo sapiens GN=RBBP4 PE=1 SV=3	RBBP4	RBBP4_RBBP4	0	1	0	0	1	0	0	1	0	1	0	1
RBM8A_HUMAN	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	RBM8A	RBM8A_RBM8A	1	0	1	0	0	0	0	0	1	0	0	0
RBMX_HUMAN	"RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3"	RBMX	RBMX_RBMX	0	0	0	1	1	1	1	0	1	1	1	0
RCC1_HUMAN	Regulator of chromosome condensation OS=Homo sapiens GN=RCC1 PE=1 SV=1	RCC1	RCC1_RCC1	0	1	0	0	1	1	1	2	1	1	0	0
RCN1_HUMAN	Reticulocalbin-1 OS=Homo sapiens GN=RCN1 PE=1 SV=1	RCN1	RCN1_RCN1	2	2	3	3	2	2	2	2	3	4	0	3
RCN2_HUMAN	Reticulocalbin-2 OS=Homo sapiens GN=RCN2 PE=1 SV=1	RCN2	RCN2_RCN2	0	0	3	0	0	0	0	0	0	0	0	0
RADI_HUMAN	Radixin OS=Homo sapiens GN=RDX PE=1 SV=1	RDX	RDX_RADI	0	0	0	0	0	0	0	0	9	0	0	0
REEP5_HUMAN	Receptor expression-enhancing protein 5 OS=Homo sapiens GN=REEP5 PE=1 SV=3	REEP5	REEP5_REEP5	0	0	0	0	0	0	0	0	0	1	0	0
ORN_HUMAN	"Oligoribonuclease, mitochondrial OS=Homo sapiens GN=REXO2 PE=1 SV=3"	REXO2	REXO2_ORN	0	1	0	0	0	0	0	0	0	0	0	0
